,Run_Date,Master_BOL,Voyage__,Bill_Type,Carrier_Code,IMO__,Vessel_Name,Arrival_Date,US_Port_of_Unlading,Foreign_Port_of_Lading,Place_of_Receipt,Quantity,Weight__kg_,Shipper,Shipper_Address,Consignee,Consignee_Address,Commodity,Commodity_cleaned,Category,Country_Consignee,Country_Shipper,Consignee_Category,YearMonth
42275,2022-10-03,SMLU7333900A,142,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-10-02,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",18009,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6781459 - 6781543 TEMPERATURA -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
42276,2022-10-03,SMLU7333901A,142,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-10-02,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",19241,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6780972 - 6781420 TEMPERATURA -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
42277,2022-10-03,SMLU7333902A,142,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-10-02,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",19241,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6781417 - 6781427 TEMPERATURA -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
42278,2022-10-03,SMLU7333904A,142,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-10-02,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"6,240 BOX",16804,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 6240 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6643745 - 6643747 TEMPERATURA -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
42279,2022-10-03,SMLU7333905A,142,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-10-02,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"6,240 BOX",16804,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 6240 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6643743 - 6644047 TEMPERATURA -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
42280,2022-10-03,SMLU7333906A,142,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-10-02,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,600 BOX",17350,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 5600 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6781456 - 6781467 TEMPERATURA -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
42281,2022-10-03,SMLU7333907A,142,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-10-02,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"2,000 BOX",15432,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 2000 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6643977 - 6644022 TEMPERATURA -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
42282,2022-10-03,SMLU7333908A,142,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-10-02,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"2,000 BOX",15432,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 2000 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6780984 - 6781428 TEMPERATURA -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
42283,2022-10-03,SMLU7333909A,142,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-10-02,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"2,000 BOX",15432,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 2000 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6643978 - 6649079 TEMPERATURA -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
42284,2022-10-03,SMLU7333903A,142,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-10-02,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",19241,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6781464 - 6780981 TEMPERATURA -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
42285,2022-10-03,SMLU7333912A,142,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-10-02,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",20730,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6781690 - 6781714 TEMPERATURA -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
42286,2022-10-03,SMLU7333910A,142,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-10-02,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"2,000 BOX",15432,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 2000 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6643749 - 6649053 TEMPERATURA -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
42287,2022-10-03,SMLU7333911A,142,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-10-02,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",17972,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6781421 - 6781720 TEMPERATURA -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
42288,2022-10-03,SMLU7333885A,142,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-10-02,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"4,080 BOX",20490,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 4080 CAJAS CON ARANDANOS FRESCOS HS CODE 08.10.40 P.A 08.10.40.00.00 THERMOGRAPHS 6856869 - 6856959 TEMPERATURA -0.5 C,blueberries,Fruit,USA,Colombia,USA/EU,2022-10
42289,2022-01-17,SMLU6934514A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6395358 - 6395403 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2022-01
42290,2022-01-17,SMLU6934512A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6395316 - 6395317 TEMPERATURE -0.5 C,fresh grapes,Fruit,USA,Colombia,USA/EU,2022-01
42291,2022-01-17,SMLU6934515A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,700 BOX",15530,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1700 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6346852 - 6347125 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2022-01
42292,2022-01-17,SMLU6934511A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 080610 PA 08.06.10.00.00 TERMOGRAPHS 6395418 6395376 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2022-01
42293,2022-01-17,SMLU6934516A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6346886 - 6347124 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2022-01
42294,2022-01-17,SMLU6934517A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6394934 - 6395154 TEMPERATURE -0.5 C,fresh grapes,Fruit,USA,Colombia,USA/EU,2022-01
42295,2022-01-17,SMLU6934513A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6395303 - 6395324 TEMPERATURE -0.5 C,fresh grapes,Fruit,USA,Colombia,USA/EU,2022-01
42296,2022-01-17,SMLU6934518A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6346872 - 6346880 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2022-01
42297,2022-01-17,SMLU6934522A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 080610 PA 08.06.10.00.00 TERMOGRAPHS 6395354 6394957 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2022-01
42298,2022-01-17,SMLU6934519A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6394908 - 6346865 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2022-01
42299,2022-01-17,SMLU6934521A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 080610 PA 08.06.10.00.00 TERMOGRAPHS 6346836 6395039 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2022-01
42300,2022-01-17,SMLU6934523A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 080610 PA 08.06.10.00.00 TERMOGRAPHS 6394904 6395162 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2022-01
42301,2022-01-17,SMLU6934524A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 080610 PA 08.06.10.00.00 TERMOGRAPHS 6394954 6395006 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2022-01
42302,2022-01-17,SMLU6934526A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6346845 - 6347115 TEMPERATURE -0.5 C,fresh grapes,Fruit,USA,Colombia,USA/EU,2022-01
42303,2022-01-17,SMLU6934525A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6347130 - 6347118 TEMPERATURE -0.5 C,fresh grapes,Fruit,USA,Colombia,USA/EU,2022-01
42304,2022-01-17,SMLU6937763A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",25720,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6395299 - 6395417 TEMPERATURE 9 C,mangoes,Fruit,USA,Colombia,USA/EU,2022-01
42305,2022-01-17,SMLU6937764A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"5,700 BOX",24897,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH MANGOES 5700 CAJAS CON MANGOS FRESCOS HS CODE 08.04.50 PA 08.04.50.20.00 THERMOGRAPHS 6346863 - 6346878 TEMPERATURE 9 C,mangoes,Fruit,USA,Colombia,USA/EU,2022-01
42306,2022-01-17,SMLU6938967A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6346849 - 6346833 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2022-01
42307,2022-01-17,SMLU6935027A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",16419,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6346843 - 6346846 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2022-01
42308,2022-01-17,SMLU6935030A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,"PAITA, PERU","5,160 BOX",18023,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH BLUEBERRIES 5160 CAJAS CON ARANDANOS FRESCOS P.A 08.10.40.00.00 HS CODE 081040 TEMPERATURA - 0.5 C THERMOGRAPHS 6442225 6442339,blueberries,Fruit,USA,Colombia,USA/EU,2022-01
42309,2022-01-17,SMLU6938966A,134,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2022-01-15,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,768 BOX",15166,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1768 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6346837 - 6346883 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2022-01
42310,2021-12-27,SMLU6904470A,133,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2021-12-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",15939,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS TERMOGRAPHS 6403951 6404019 HS CODE 080610 PA 08.06.10.00.00 TEMPERATURA -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2021-12
42311,2021-12-27,SMLU6904472A,133,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2021-12-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,800 BOX",17714,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1800 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6403835 - 6404195 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2021-12
42312,2021-12-27,SMLU6904473A,133,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2021-12-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",15939,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS TERMOGRAPHS 6403918 6403832 HS CODE 080610 PA 08.06.10.00.00 TEMPERATURA -0.5 C,fresh grapes,Fruit,USA,Colombia,USA/EU,2021-12
42313,2021-12-27,SMLU6904474A,133,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2021-12-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,600 BOX",15939,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1600 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6360147 - 6480375 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2021-12
42314,2021-12-27,SMLU6904476A,133,Regular Bill,SMLU,9395070.0,WARNOW DOLPHIN,2021-12-26,"CHESTER, PENNSYLVANIA",PAITA PERU,PAITA,"1,700 BOX",17445,CAMPOSOL SA,"AV EL DERBY # 250 PISO 3 SANTIAGO DE SURCO,LIMA, PERU PER",CAMPOSOL FRESH USA INC,5555 ANGLERS AVE STE 10 FORT LAUDERDALE FL 33312 USA,BOXES WITH FRESH GRAPES 1700 CAJAS CON UVAS FRESCAS HS CODE 08.06.10 P.A 08.06.10.00.00 THERMOGRAPHS 6480369 - 6480400 TEMPERATURE -0.5 C,grapes,Fruit,USA,Colombia,USA/EU,2021-12
